reference_id,candidate_id,reference_statement,candidate_statement,overlap
2733,3341,boots and dress can be discriminated with heels,"boots can be used for feet, which makes it different from dress",Yes
2109,3781,pants and coat can be discriminated with zippers,"pants can be found on lower body, which makes it different from coat",No
2109,7947,pants and coat can be discriminated with zippers,"pants is worn below the waist, which makes it different from coat",No
2109,14713,pants and coat can be discriminated with zippers,"pants is a worn on the lower body, which makes it different from coat",No
2109,6869,pants and coat can be discriminated with zippers,"pants have (a) two seperate pant legs, which makes it different from coat",No
2109,14114,pants and coat can be discriminated with zippers,"pants is part of (a) lower waistline, which makes it different from coat",No
3197,13834,bagpipe and accordion can be discriminated with plaid,"bagpipe can usually be played  with mouth, which makes it different from accordion",No
3197,2589,bagpipe and accordion can be discriminated with plaid,"bagpipe is a wind instrument, which makes it different from accordion",No
1352,11637,garlic and celery can be discriminated with cloves,"garlic is a purple vegetable, which makes it different from celery",No
1352,15093,garlic and celery can be discriminated with cloves,"garlic is a fruit, which makes it different from celery",No
1141,11637,garlic and celery can be discriminated with bulbs,"garlic is a purple vegetable, which makes it different from celery",No
1141,15093,garlic and celery can be discriminated with bulbs,"garlic is a fruit, which makes it different from celery",No
1143,9174,mole and otter can be discriminated with holes,"mole is 4 letters long, which makes it different from otter",No
1147,11261,trombone and violin can be discriminated with long,"trombone can usually be played  with mouth, which makes it different from violin",No
1147,10652,trombone and violin can be discriminated with long,"trombone is a wind instrument, which makes it different from violin",No
1151,10614,crocodile and snail can be discriminated with large,"crocodile is a reptile, which makes it different from snail",No
1151,5856,crocodile and snail can be discriminated with large,"crocodile have (a)  4 limbs, which makes it different from snail",No
1151,9854,crocodile and snail can be discriminated with large,"crocodile is a amphibian, which makes it different from snail",No
1151,14362,crocodile and snail can be discriminated with large,"crocodile have (a) legs, which makes it different from snail",No
1151,8801,crocodile and snail can be discriminated with large,"crocodile can be found in the water, which makes it different from snail",No
1765,6103,tank and cannon can be discriminated with guns,"tank is a vessel, which makes it different from cannon",No
1765,15353,tank and cannon can be discriminated with guns,"tank have (a) caterpillar treads, which makes it different from cannon",No
1765,9330,tank and cannon can be discriminated with guns,"tank can use electricity, which makes it different from cannon",No
1156,12739,toaster and fridge can be discriminated with plug,"toaster can be used for cooking food, which makes it different from fridge",No
1156,2358,toaster and fridge can be discriminated with plug,"toaster can be used for making food, which makes it different from fridge",No
1156,1608,toaster and fridge can be discriminated with plug,"toaster can be found on a countertop, which makes it different from fridge",No
1156,13657,toaster and fridge can be discriminated with plug,"toaster can be used for heating items up, which makes it different from fridge",No
1806,12714,trombone and guitar can be discriminated with gold,"trombone can be played with mouth, which makes it different from guitar",No
1806,13076,trombone and guitar can be discriminated with gold,"trombone can usually be played  with mouth, which makes it different from guitar",No
1806,13268,trombone and guitar can be discriminated with gold,"trombone can be blown into, which makes it different from guitar",No
1806,11383,trombone and guitar can be discriminated with gold,"trombone is a brass instrument, which makes it different from guitar",Yes
1806,12026,trombone and guitar can be discriminated with gold,"trombone have (a) tube, which makes it different from guitar",No
1806,13588,trombone and guitar can be discriminated with gold,"trombone is a wind instrument, which makes it different from guitar",No
3023,392,gate and house can be discriminated with hinges,"gate is a component of a home, which makes it different from house",No
3023,2500,gate and house can be discriminated with hinges,"gate can be found at your home, which makes it different from house",No
1169,3404,lobster and shrimp can be discriminated with claws,"lobster have (a) big claws, which makes it different from shrimp",Yes
1169,14956,lobster and shrimp can be discriminated with claws,"lobster have (a) claws, which makes it different from shrimp",Yes
1169,12044,lobster and shrimp can be discriminated with claws,"lobster have (a) red shell when cooked, which makes it different from shrimp",No
2964,5682,raccoon and deer can be discriminated with mask,"raccoon can be held, which makes it different from deer",No
1172,4802,belt and wheel can be discriminated with holes,"belt can be used for restraining things, which makes it different from wheel",No
1173,9143,celery and broccoli can be discriminated with stringy,"celery is something people usually eat raw, which makes it different from broccoli",No
