ID,question,concept,candidate_statement,SimCSE_score,relevant,correct
4689707618da149aad48eceb54c88893|B|c|4,When you are eating a meal you normally place a cup on this.,table,table is a place or location,0.5797,No,Yes
4689707618da149aad48eceb54c88893|C|c|0,When you are eating a meal you normally place a cup on this.,shelf,shelf is a beverage,0.5345,Yes,No
4689707618da149aad48eceb54c88893|E|c|0,When you are eating a meal you normally place a cup on this.,closet,closet is a beverage,0.5016,Yes,No
7958ef16ff5615d2cba0cc0dd704bae3|D|c|0,where do humans go to escape cities?,park,park is not part of (a) city,0.6065,Yes,Yes
7958ef16ff5615d2cba0cc0dd704bae3|D|c|1,where do humans go to escape cities?,park,park is a place you visit,0.5972,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|D|c|2,where do humans go to escape cities?,park,park is a place you can visit,0.5896,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|D|c|3,where do humans go to escape cities?,park,park is a place where you can visit,0.5839,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|D|c|4,where do humans go to escape cities?,park,park is somewhere to go,0.5813,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|E|c|0,where do humans go to escape cities?,university,university can not be found at home,0.6562,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|E|c|1,where do humans go to escape cities?,university,university is a place you can visit,0.6515,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|E|c|2,where do humans go to escape cities?,university,university is a place people can meet,0.6059,No,Yes
7958ef16ff5615d2cba0cc0dd704bae3|E|c|3,where do humans go to escape cities?,university,university is a place to study,0.5992,Yes,Yes
7958ef16ff5615d2cba0cc0dd704bae3|E|c|4,where do humans go to escape cities?,university,university is a place,0.5981,No,Yes
fe2cf779b56fe3b9b352eccc7dd9bcc0|B|c|0,James needed a new lamp so he went where?,bedroom,bedroom is a room,0.5153,No,Yes
fe2cf779b56fe3b9b352eccc7dd9bcc0|B|c|1,James needed a new lamp so he went where?,bedroom,bedroom is a room in a house,0.5090,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|A|c|0,When you express  this emotion you can be hurting someone else?,happiness,happiness is a emotion,0.6393,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|A|c|1,When you express  this emotion you can be hurting someone else?,happiness,happiness is an emotion,0.6277,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|A|c|2,When you express  this emotion you can be hurting someone else?,happiness,happiness is a feeling or emotion,0.6161,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|A|c|3,When you express  this emotion you can be hurting someone else?,happiness,happiness is a n emotion,0.6042,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|A|c|4,When you express  this emotion you can be hurting someone else?,happiness,happiness is a something considered as positive,0.5855,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|B|c|0,When you express  this emotion you can be hurting someone else?,punishment,punishment can make you sad,0.7365,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|B|c|1,When you express  this emotion you can be hurting someone else?,punishment,punishment can cause physical harm,0.6867,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|B|c|2,When you express  this emotion you can be hurting someone else?,punishment,punishment is a noun,0.5202,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|C|c|0,When you express  this emotion you can be hurting someone else?,anger,anger is a negative feeling or expression,0.7150,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|C|c|1,When you express  this emotion you can be hurting someone else?,anger,anger is a emotion,0.6909,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|C|c|2,When you express  this emotion you can be hurting someone else?,anger,anger is a feeling or emotion,0.6867,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|C|c|3,When you express  this emotion you can be hurting someone else?,anger,anger is not a positive card,0.6697,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|C|c|4,When you express  this emotion you can be hurting someone else?,anger,anger have (a) ltr p,0.6664,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|D|c|0,When you express  this emotion you can be hurting someone else?,tears,tears can make you sad,0.7911,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|D|c|1,When you express  this emotion you can be hurting someone else?,tears,tears is not a positive emotion,0.7099,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|D|c|2,When you express  this emotion you can be hurting someone else?,tears,tears is not a enjoyable,0.6623,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|D|c|3,When you express  this emotion you can be hurting someone else?,tears,tears is a verb,0.6580,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|D|c|4,When you express  this emotion you can be hurting someone else?,tears,tears is a noun,0.6189,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|E|c|0,When you express  this emotion you can be hurting someone else?,suffering,suffering can make you sad,0.7029,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|E|c|1,When you express  this emotion you can be hurting someone else?,suffering,suffering is a emotion,0.6781,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|E|c|2,When you express  this emotion you can be hurting someone else?,suffering,suffering is a negative feeling,0.6261,Yes,Yes
05efdd4d157cfde04aafdc4e98e497b7|E|c|3,When you express  this emotion you can be hurting someone else?,suffering,suffering is a reaction,0.6013,No,Yes
05efdd4d157cfde04aafdc4e98e497b7|E|c|4,When you express  this emotion you can be hurting someone else?,suffering,suffering is a noun,0.5104,No,Yes
425b0b6a8a1ab08dd22112225f7d5b80|A|c|0,What could contain no more than around 100 people?,apartment,apartment can be used for housing,0.5298,No,Yes
425b0b6a8a1ab08dd22112225f7d5b80|A|c|1,What could contain no more than around 100 people?,apartment,apartment is a type of building,0.5136,No,Yes
425b0b6a8a1ab08dd22112225f7d5b80|A|c|2,What could contain no more than around 100 people?,apartment,apartment is a type /part of building,0.5097,No,Yes
425b0b6a8a1ab08dd22112225f7d5b80|A|c|3,What could contain no more than around 100 people?,apartment,apartment can be used for living inside of,0.5095,Yes,Yes
425b0b6a8a1ab08dd22112225f7d5b80|A|c|4,What could contain no more than around 100 people?,apartment,apartment is a collection of flats,0.5085,No,Yes
425b0b6a8a1ab08dd22112225f7d5b80|B|c|0,What could contain no more than around 100 people?,classroom,classroom can contain multiple people,0.6333,Yes,Yes
425b0b6a8a1ab08dd22112225f7d5b80|B|c|1,What could contain no more than around 100 people?,classroom,classroom can have people  inside,0.5868,Yes,Yes
425b0b6a8a1ab08dd22112225f7d5b80|B|c|2,What could contain no more than around 100 people?,classroom,classroom can have people go inside,0.5854,Yes,Yes
425b0b6a8a1ab08dd22112225f7d5b80|B|c|3,What could contain no more than around 100 people?,classroom,classroom have (a) usually have people inside,0.5801,Yes,Yes
425b0b6a8a1ab08dd22112225f7d5b80|B|c|4,What could contain no more than around 100 people?,classroom,classroom can be used for  gathering together,0.5643,Yes,Yes
c165294789e619469070a9fb195e46ab|A|c|0,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",valley,valley is a part of a municipality,0.6913,No,Yes
c165294789e619469070a9fb195e46ab|A|c|1,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",valley,valley can be found inland,0.6247,No,Yes
c165294789e619469070a9fb195e46ab|A|c|2,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",valley,valley can be walked on,0.6112,Yes,Yes
c165294789e619469070a9fb195e46ab|A|c|3,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",valley,valley is not a tall building,0.5980,No,Yes
c165294789e619469070a9fb195e46ab|A|c|4,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",valley,valley is not a small body of water,0.5787,No,Yes
c165294789e619469070a9fb195e46ab|B|c|0,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",bridge,bridge can be used for driving on or over,0.7349,Yes,Yes
c165294789e619469070a9fb195e46ab|B|c|1,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",bridge,bridge can be used for link between places,0.7106,No,Yes
c165294789e619469070a9fb195e46ab|B|c|2,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",bridge,bridge can be walked on,0.6250,Yes,Yes
c165294789e619469070a9fb195e46ab|B|c|3,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",bridge,bridge can be found used for boats and ships,0.6228,Yes,Yes
c165294789e619469070a9fb195e46ab|B|c|4,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",bridge,bridge can be drived on with car,0.6200,Yes,Yes
c165294789e619469070a9fb195e46ab|C|c|0,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",town,town is a place where you can live,0.7090,Yes,Yes
c165294789e619469070a9fb195e46ab|C|c|1,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",town,town is a place,0.6968,No,Yes
c165294789e619469070a9fb195e46ab|C|c|2,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",town,town have (a) buildings in it,0.6892,No,Yes
c165294789e619469070a9fb195e46ab|C|c|3,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",town,town is a place or location,0.6869,No,Yes
c165294789e619469070a9fb195e46ab|C|c|4,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",town,town is a place you visit often,0.6862,No,Yes
c165294789e619469070a9fb195e46ab|D|c|0,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",highway,highway can be used for driving on or over,0.7303,Yes,Yes
c165294789e619469070a9fb195e46ab|D|c|1,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",highway,highway can be used for car travel,0.7184,Yes,Yes
c165294789e619469070a9fb195e46ab|D|c|2,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",highway,highway can be found on a map,0.6576,No,Yes
c165294789e619469070a9fb195e46ab|D|c|3,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",highway,highway have (a) people living on,0.6461,Yes,No
c165294789e619469070a9fb195e46ab|D|c|4,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?",highway,highway can be drived on with car,0.6422,Yes,Yes
bd773d64f4e22db2358c6e00cbdf2d83|A|c|0,What probably has a lot of dust in the back?,closet,closet can be used for storing things,0.7264,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|A|c|1,What probably has a lot of dust in the back?,closet,closet is used for storage,0.7214,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|A|c|2,What probably has a lot of dust in the back?,closet,closet can be used for storing things in,0.7138,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|A|c|3,What probably has a lot of dust in the back?,closet,closet can be used for storing physical things,0.7126,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|A|c|4,What probably has a lot of dust in the back?,closet,closet can be used for storage,0.7047,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|B|c|0,What probably has a lot of dust in the back?,door,door is found in a house,0.5756,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|B|c|1,What probably has a lot of dust in the back?,door,door is exposed to outside elements (typically),0.5219,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|B|c|2,What probably has a lot of dust in the back?,door,door is made of wood,0.5068,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|C|c|0,What probably has a lot of dust in the back?,corner,"corner is not made of fine particles, usually unpleasant",0.5460,Yes,Yes
bd773d64f4e22db2358c6e00cbdf2d83|C|c|1,What probably has a lot of dust in the back?,corner,corner is not a public place,0.5094,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|D|c|0,What probably has a lot of dust in the back?,shelf,shelf can be found in a house,0.7266,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|D|c|1,What probably has a lot of dust in the back?,shelf,shelf is a place to store items,0.7152,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|D|c|2,What probably has a lot of dust in the back?,shelf,shelf can be found in  a residence,0.7140,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|D|c|3,What probably has a lot of dust in the back?,shelf,shelf can be used for to keep items,0.7039,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|D|c|4,What probably has a lot of dust in the back?,shelf,shelf can be used for storage,0.7037,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|E|c|0,What probably has a lot of dust in the back?,library,library is a place,0.7201,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|E|c|1,What probably has a lot of dust in the back?,library,library is a room or building,0.7047,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|E|c|2,What probably has a lot of dust in the back?,library,library is a object,0.6930,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|E|c|3,What probably has a lot of dust in the back?,library,library is a location,0.6798,No,Yes
bd773d64f4e22db2358c6e00cbdf2d83|E|c|4,What probably has a lot of dust in the back?,library,library is a type of building,0.6784,No,Yes
d717bbf9bb205d2d2edbe72d2e317904|A|c|0,Where can plants always be grown?,greenhouse,greenhouse can grow itself or grow things,0.7449,Yes,Yes
d717bbf9bb205d2d2edbe72d2e317904|A|c|1,Where can plants always be grown?,greenhouse,greenhouse is found in the garden,0.6218,Yes,Yes
d717bbf9bb205d2d2edbe72d2e317904|A|c|2,Where can plants always be grown?,greenhouse,greenhouse can be found outside,0.5918,No,Yes
d717bbf9bb205d2d2edbe72d2e317904|A|c|3,Where can plants always be grown?,greenhouse,greenhouse is a building,0.5434,No,Yes
d717bbf9bb205d2d2edbe72d2e317904|B|c|0,Where can plants always be grown?,garden,garden can grow itself or grow things,0.7567,Yes,Yes
